,annotater_id,table_id,hypothesis,label
131,GW0,T203,Le judaïsme est la religion la plus populaire au Japon.,C
132,GW1,T203,Plus de la moitié des Japonais pratiquent le Shinto populaire comme religion ou n'ont aucune religion.,E
133,GW1,T203,"Si le Premier Ministre du Japon décède, le Vice-Premier Ministre prend immédiatement sa place.",N
134,GW1,T203,Le Japon compte entre 90 et 95 % des Japonais.,C
135,GW1,T207,« L'énergie brûlante » a été introduite relativement près du millénaire.,E
136,GW1,T207,La variété Burn Lemon Ice est plus populaire que la variété Burn Blue.,N
137,GW1,T207,Burn Energy présente plus de dix variétés ou saveurs.,C
138,GW4,T207,Burn Energy a été fabriqué par la même compagnie qui fabrique Monster.,E
139,GW4,T207,« Burn Energy » a réussi à augmenter l'énergie pour les gens qui l'ont consommée.,N
140,GW4,T207,L'énergie brûlée a un goût de chocolat.,C
141,GW0,T207,Burn Energy présente de nombreux goûts différents.,E
142,GW0,T207,Burn Energy est la boisson d'énergie la plus vendue de Monster.,N
143,GW0,T207,Toutes les boissons Burn Energy sont exemptes de sucre.,C
144,GW28,T261,La capitale de la dynastie Jin s'est déplacée vers différentes villes.,E
145,GW28,T261,La dynastie Jin était une monarchie avec deux empereurs durant cette période.,N
146,GW28,T261,La réunification de la Chine précède l'établissement de la Jin.,C
147,GW4,T261,Jin était une région en Chine depuis plus de 300 ans.,E
148,GW4,T261,Jin avait généralement beaucoup de religion derrière leur approche de gouvernance.,N
149,GW4,T261,Le Jin n'a jamais déménagé sa capitale.,C
150,GW27,T261,Il y avait des monarques dans trois capitales différentes dans l'histoire de Jin.,E
151,GW27,T261,L'empereur Wu était un bouddhiste.,N
152,GW27,T261,Luoyang était la capitale au moment où le Jin de l'Est a commencé.,C
153,GW2,T272,Gerry Mulligan est associé à Chesney Henry Baker.,E
154,GW2,T272,Chesney Henry Baker a appris à jouer le piano avant l'âge de 10.,N
155,GW2,T272,Chesney Henry Baker est né aux Pays-Bas.,C
156,GW4,T272,Le musicien Chet Baker joue principalement de la musique jazz.,E
157,GW4,T272,Le musicien Chet Baker déménage des États-Unis aux Pays-Bas.,N
158,GW4,T272,Le musicien Chet Baker a commencé à jouer de la musique professionnelle à 10 ans.,C
159,GW28,T272,Chet Baker était un musicien américain.,E
160,GW28,T272,Chet Baker était également compétent en guitare.,N
161,GW28,T272,Chet Baker est actif depuis ses adolescentes.,C
162,GW28,T274,Fawad Khan est un entertainer pakistanais.,E
163,GW28,T274,« Fawad Khan » a étudié pour devenir un programmeur avant de devenir un entertainer.,N
164,GW28,T274,« Fawad Khan » est marié à son époux avant de devenir actif dans l'industrie du divertissement.,C
165,GW21,T274,Fawad Khan est un modèle et un acteur très connus et non seulement un musicien.,E
166,GW21,T274,"Fawad Khan a gagné de nombreux prix, dont un gramy aux États-Unis.",N
167,GW21,T274,Fawad Khan a fait un album avec Jay Z qui était très populaire.,C
168,GW0,T274,Fawad Khan a été signé à Lips Music quand il a marié Sadaf Khan.,E
169,GW0,T274,Les enfants de Fawad Khan sont tous deux adolescents.,N
170,GW0,T274,Fawad Khan fait de la musique depuis plus de vingt ans.,C
171,GW28,T277,Charo est un artiste espagnol.,E
172,GW28,T277,Charo est apparu dans de nombreux émissions de télévision.,N
173,GW28,T277,La carrière de Charo s'est étendue à huit décennies.,C
174,GW27,T277,Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza débute une carrière active en 1963.,E
175,GW27,T277,.Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza gagne pour la première fois la réputation en acting.,N
176,GW27,T277,Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza est mariée avant de devenir « active » dans sa carrière.,C
177,GW4,T277,Charo a été mariée deux fois dans sa vie.,E
178,GW4,T277,Charo a commencé à interpréter quand elle était adolescente.,N
179,GW4,T277,Charo n'a jamais eu d'enfants.,C
180,GW4,T286,Fan Bingbing est le chef de leur propre label.,E
181,GW4,T286,Fan Bingbing est avec Li Chen depuis des années.,N
182,GW4,T286,Fan Bingbing commence à enregistrer de la musique à l'âge de douze ans.,C
183,GW27,T286,Fˆn B_ngb_ng est né en 1981.,E
184,GW27,T286,Fˆn B_ngb_ng est une actrice et membre du Parti communiste.,N
185,GW27,T286,Fˆn B_ngb_ng est marié.,C
186,GW28,T286,Fan Bingbing est un entertainer chinois.,E
187,GW28,T286,Fan Bingbing est l'actrice la plus couronnée de succès en Chine.,N
188,GW28,T286,La carrière de Fan Bingbing s'étend sur quatre décennies.,C
189,GW28,T294,« Fast & Furious » est un film américain.,E
190,GW28,T294,« Fast & Furious » est une course de rue avec des voitures modifiées.,N
191,GW28,T294,« Fast & Furious » n'était pas un film rentable.,C
192,GW27,T294,Universal Pictures a publié « Fast & Furious » en 2009.,E
193,GW27,T294,Le directeur de « Fast & Furious » a été inspiré pour faire le film après avoir lu le livre de Gary Scott Thompson.,N
194,GW27,T294,« Fast & Furious » a été écrit et dirigé par la même personne.,C
195,GW4,T294,Le film « Fast & Furious » a fait plus de 250 millions de dollars au box office.,E
196,GW4,T294,Vin Diesel a beaucoup à dire dans l'édition finale de Fast & Furious.,N
197,GW4,T294,« Fast & Furious » a été diffusé au grand public aux États-Unis avant d'être montré à Universal CityWalk.,C
198,GW0,T306,Europe est originaire d'un pays d'Europe du Nord.,E
199,GW0,T306,Europe tourne le monde depuis quinze ans.,N
200,GW0,T306,"Depuis quarante ans, l'Europe s'est activement employée sans interruption.",C
201,GW30,T306,Europe a eu une longue carrière dans le domaine du Hard Rock.,E
202,GW30,T306,« Europe » a plusieurs succès au premier rang des listes de publicité.,N
203,GW30,T306,Europe est une bande pop française qui a enregistré avec Universal.,C
204,GW28,T306,L'Europe est active depuis les années 70.,E
205,GW28,T306,Les étiquettes pour Europe sont des grandes sociétés suédoises.,N
206,GW28,T306,Europe a commencé en 1979 et fait de la musique sans interruption depuis.,C
207,GW21,T308,« Kalman Tihanyi » était un très grand physique et a créé de nombreuses théories qui sont encore valides.,E
208,GW21,T308,Il a été nommé pour un noble prix en physique.,N
209,GW21,T308,Sa famille a été tuée par le gouvernement communiste.,C
210,GW28,T308,K?lm?n Tihanyi était un Européen instruit.,E
211,GW28,T308,K?lm?n Tihanyi a étudié les sciences à l'université.,N
212,GW28,T308,K?lm?n Tihanyi était une personne ignorante.,C
213,GW0,T308,K?lm?n Tihanyi vit dans plusieurs pays européens.,E
214,GW0,T308,K?lm?n Tihanyi est responsable de l'invention de la caméra infrarouge.,N
215,GW0,T308,K?lm?n Tihanyi a reçu sa scolarité en Italie.,C
216,GW4,T310,Christchurch est située sur l'île sud de Nouvelle-Zélande.,E
217,GW4,T310,La ville de Christchurch a été découverte par des gens du Royaume-Uni.,N
218,GW4,T310,La ville de Christchurch n'a qu'une seule chambre principale.,C
219,GW21,T310,Christ Church a été fondée par des groupes de colons anglais et de diffuseurs de mission.,E
220,GW21,T310,L'Église de Christ compte un grand nombre de peuples autochtones pré colonisés.,N
221,GW21,T310,Christ Church était la scène d'une grande bataille navale de la Deuxième Guerre mondiale.,C
222,GW28,T310,Christchurch est constitué de quartiers et régi par un conseil.,E
223,GW28,T310,Christchurch est une ville en Nouvelle-Zélande.,N
224,GW28,T310,Christchurch est âgé de plus de 200 ans.,C
225,GW2,T319,La République tchèque a plus de catholiques que les Moraviens.,E
226,GW2,T319,Le président de la République tchèque parle polonais.,N
227,GW2,T319,Le gouvernement dans la langue officielle de Prague est allemand.,C
228,GW28,T319,La « République tchèque » est une nation multiethnique et multilingue.,E
229,GW28,T319,La « République tchèque » est essentiellement une nation chrétienne.,N
230,GW28,T319,La République tchèque est composée principalement de Slovaques et de musulmans.,C
231,GW14,T319,Il y a plus de Moraviens que de Slovaques dans la République tchèque.,E
232,GW14,T319,"Avant de devenir Premier Ministre, Andrej Babi_ était auparavant membre de la Chambre basse du Parlement tchèque.",N
233,GW14,T319,La « République tchèque » n'a qu'une seule langue officielle.,C
234,GW27,T323,La République tchèque est sortie de la Tchécoslovaquie.,E
235,GW27,T323,Les Bohemians et les Tchèques sont les mêmes personnes.,N
236,GW27,T323,La République tchèque faisait partie de l'Union européenne avant son indépendance.,C
237,GW0,T323,La République tchèque s'est séparée de l'Empire autricho-hongrois il y a plus de 100 ans.,E
238,GW0,T323,.La République tchèque est l’un des premiers pays à adhérer à l’Union européenne.,N
239,GW0,T323,Le Royaume de Bohemia a été établi avant le Duché de Bohemia.,C
240,GW28,T323,La République tchèque obtient son indépendance à la fin du XXe siècle.,E
241,GW28,T323,La République tchèque s'est jointe à l'Union européenne pour se protéger contre la Russie.,N
242,GW28,T323,La République tchèque a perdu son indépendance en 2004.,C
243,GW35,T331,Bryan Adams est un chanteur pop canadien.,E
244,GW35,T331,Bryan Adams est propriétaire de la maison de disques A&M.,N
245,GW35,T331,"Bryan Adams est né à Hamilton, en Ontario.",C
246,GW28,T331,Bryan Adams est un musicien canadien.,E
247,GW28,T331,Bryan Adams a écrit et exécuté « Tout ce que je fais ».,N
248,GW28,T331,Bryan Adams est actif depuis ses vingt-dix ans.,C
249,GW4,T331,Bryan Adams est né au Canada en hiver 1959.,E
250,GW4,T331,Le chanteur Bryan Adams a appris le piano avant de pouvoir chanter.,N
251,GW4,T331,Le musicien Bryan Adams a passé la majeure partie de sa vie aux États-Unis.,C
252,GW4,T332,Jay Park est un musicien depuis qu'ils ont 21 ans.,E
253,GW4,T332,Jay Park s'est préformé sur scène avec Higher Brothers.,N
254,GW4,T332,Jay Park a commencé sa carrière de rap à Oakland.,C
255,GW27,T332,"Park Jae-beom est né à Edmonds, Washington.",E
256,GW27,T332,Park Jae-beom a grandi à Seattle.,N
257,GW27,T332,Park Jae-beom pratique plus de genres que le nombre d'étiquettes sur lesquelles il a travaillé.,C
258,GW28,T332,Jay Park est un entertainer américain.,E
259,GW28,T332,Jay Park est un rapper coréen-américain.,N
260,GW28,T332,Jay Park a commencé sa carrière à l'adolescence.,C
261,GW0,T340,Jennifer Love Hewitt réside dans un État différent de celui où elle est née.,E
262,GW0,T340,Jennifer Love Hewitt a deux enfants avec Brian Hallisay.,N
263,GW0,T340,Jennifer Love Hewitt chante professionnellement depuis qu'elle était petite.,C
264,GW2,T340,Jennifer Love Hewitt est une actrice qui a connu une carrière de chant dans la musique pop.,E
265,GW2,T340,Jennifer Love Hewitt était dans Party of Five en 1998.,N
266,GW2,T340,Jennifer Love Hewitt a commencé à jouer dans Party of Five en 1989.,C
267,GW28,T340,Jennifer Love Hewitt est un artiste américain.,E
268,GW28,T340,Les deux enfants de Jennifer Love Hewitt sont des filles.,N
269,GW28,T340,Jennifer Love Hewitt est actuellement une chantrice.,C
270,GW0,T348,«Christina Aguilera» chante depuis plus de vingt ans.,E
271,GW0,T348,«Christina Aguilera» a deux enfants avec Matthew Rutler.,N
272,GW0,T348,Jordan Bratman divorce «Christina Aguilera» après deux ans ensemble.,C
273,GW14,T348,Christina Aguilera a publié de la musique pop sous le label RCA.,E
274,GW14,T348,Christina Aguilera a rencontré Matthew Rutler lors d'une fête de Hollywood.,N
275,GW14,T348,Christina Aguilera a toujours vécu dans la ville où elle est née.,C
276,GW45,T348,RCA Record lable est un album américain de la musique Sony.,E
277,GW45,T348,Elle ne peut être qu'une chanteuse et une auteure de chansons.,N
278,GW45,T348,Elle ne peut pas contribuer au genre pop et soul à la fois.,C
279,GW4,T361,Joaquin Phoenix est marié à 42 ans.,E
280,GW4,T361,« Joaquin Phoenix » était connu sous le nom de « Leaf Phoenix » dans certains premiers films.,N
281,GW4,T361,Joaquin Phoenix est né aux États-Unis.,C
282,GW27,T361,Joaquin Rafael Bottom est connu sous le nom de Leaf Phoenix.,E
283,GW27,T361,Tous les frères et sœurs de Joaquin Rafael Bottom sont impliqués dans l'action comme lui.,N
284,GW27,T361,Joaquin Rafael Bottom réside dans la ville où il est né.,C
285,GW28,T361,Joaquin Phoenix est un artiste américain.,E
286,GW28,T361,Joaquin Phoenix a un frère qui est décédé.,N
287,GW28,T361,Joaquin Phoenix joue depuis qu'il était mineur.,C
288,GW28,T370,Everclear est une bande rock américaine.,E
289,GW28,T370,« Everclear » est composé de quatre membres.,N
290,GW28,T370,« Everclear » a été dissout et réuni plusieurs fois.,C
291,GW14,T370,Everclear est actif depuis plus d'un quart d'un siècle.,E
292,GW14,T370,"Le label Cleopatra est situé à Portland, en Oregon.",N
293,GW14,T370,La musique de Everclear ne peut être catégorisée que dans un genre unique.,C
294,GW0,T370,« Everclear » proviennent de la région du Pacifique Nord-Ouest des États-Unis.,E
295,GW0,T370,« Everclear » a été signé aux dossiers du Capitol tout au long des années 90.,N
296,GW0,T370,Everclear joue de la musique grunge depuis plus de trente ans.,C
297,GW27,T372,Florence Annie Bridgwood se suicide en 1938.,E
298,GW27,T372,Florence Annie Bridgwood est enterrée près de son premier mari à Hollywood Forever Cemetery.,N
299,GW27,T372,Le dernier mariage de Florence Annie Bridgwood a été mis fin par son suicide.,C
300,GW0,T372,Florence Lawrence a divorcé la majorité de ses maris.,E
301,GW0,T372,Florence Lawrence a joué dans des dizaines de films.,N
302,GW0,T372,Florence Lawrence épouse Charles Woodring après avoir divorcé Henry Bolton.,C
303,GW28,T372,Florence Lawrence était responsable de sa propre mort.,E
304,GW28,T372,Florence Lawrence est décédée d'un coeur brisé.,N
305,GW28,T372,Florence Lawrence est décédée avant son troisième mari.,C
306,GW28,T382,Jeff Hardy est un artiste américain.,E
307,GW28,T382,Jeff Hardy a été entraîné sans steroides.,N
308,GW28,T382,Jeff Hardy est marié avant son début.,C
309,GW4,T382,Jeff Hardy a commencé à wrestler professionnel quand il n'avait que 16 ans.,E
310,GW4,T382,Jeff Hardy avait les deux enfants avec Beth Britt.,N
311,GW4,T382,Jeff Hardy a commencé sa carrière musicale avant sa carrière de wrestling.,C
312,GW2,T382,Jeff Hardy est un wrestler et un musicien.,E
313,GW2,T382,Jeff Hardy a lancé trois groupes de metal différents et a été le chanteur principal de tous les trois.,N
314,GW2,T382,Jeff Hardy s'est porté professionnel pour la première fois en 1990.,C
315,GW4,T400,Jordan Peele a commencé à jouer un rôle professionnel à 23 ans.,E
316,GW4,T400,Jordan Peele a eu son enfant avec sa femme Chelsea Peretti.,N
317,GW4,T400,Jordan Peele n'a jamais fréquenté l'université.,C
318,GW27,T400,Jordan Haworth Peele a étudié au Sarah Lawrence College.,E
319,GW27,T400,Jordan Haworth Peele a commencé à jouer au Sarah Lawrence College.,N
320,GW27,T400,Jordan Haworth Peele est marié avant de devenir « actif » dans le monde des spectacles.,C
321,GW28,T400,Jordan Peele est un entertainer américain.,E
322,GW28,T400,Jordan Peele est célèbre pour Get Out et Keanu.,N
323,GW28,T400,Jordan Peele est actif depuis ses adolescents.,C
324,GW28,T403,« John Harrison » est un orologiste anglais gagnant des prix.,E
325,GW28,T403,John Harrison a conçu une montre imperméable.,N
326,GW28,T403,« John Harrison » a reçu une médaille après sa mort.,C
327,GW27,T403,John Harrison est né et décédé dans le même pays.,E
328,GW27,T403,John Harrison a reçu la Médaille Copley pour son chronomètre marin.,N
329,GW27,T403,John Harrison est né et décédé dans la même ville.,C
330,GW0,T403,John Harrison est mort avant la signature de la Déclaration d'indépendance.,E
331,GW0,T403,John Harrison est responsable de la popularisation des chronomètres sur les montres.,N
332,GW0,T403,John Harrison est né dans la capitale de l'Angleterre.,C
333,GW4,T405,La majorité des habitants de la République du Burundi sont Hindus.,E
334,GW4,T405,Le prochain président de la République du Burundi sera Gaston Sindimwo.,N
335,GW4,T405,La République du Burundi compte plus d'Asie du Sud que d'Europe.,C
336,GW28,T405,La République du Burundi est un pays multilingue et multiethnique.,E
337,GW28,T405,Les Hutus sont composés de 100 % de Hutus sans que la moitié ou les enfants intermixés ne figurent dans la statistique.,N
338,GW28,T405,La République du Burundi est située au nord de l'Equateur.,C
339,GW0,T405,La capitale de la République du Burundi n'est pas la plus grande ville du pays.,E
340,GW0,T405,Pierre Nkurunziza a été vice-président avant de devenir président.,N
341,GW0,T405,Il y a plus de Tutsis que de Hutus vivant au Burundi.,C
342,GW0,T408,Karen Gilan a fréquenté une école d'art de la scène.,E
343,GW0,T408,Caitlin Blackwood et Karen Gilan ont les mêmes grands-parents frères.,N
344,GW0,T408,Karen Gilan joue depuis qu'elle a cinq ans.,C
345,GW32,T408,Karen Gillan est né en 1987.,E
346,GW32,T408,Karen Gillan vit maintenant au Royaume-Uni.,N
347,GW32,T408,« Karen Gillan » est la tante de Caitlin Blackwood.,C
348,GW28,T408,Karen Gillan travaille devant et derrière l'écran dans l'industrie du divertissement.,E
349,GW28,T408,Karen Gillan est multilingue en anglais et en italien.,N
350,GW28,T408,Karen Gillan est une actrice depuis sa petite enfance.,C
351,GW27,T413,Justus von Liebig est né en 1803 et est mort à 69 ans.,E
352,GW27,T413,Justus von Liebig a élaboré la loi du minimum à l'Université de Bonn.,N
353,GW27,T413,Justus von Liebig a reçu la Médaille Albert posthumement.,C
354,GW4,T413,Justus von Liebig a étudié et enseigné la chimie dans sa vie.,E
355,GW4,T413,Justus von Liebig a aidé à enseigner aux élèves qui ont suivi pour fabriquer des roquettes.,N
356,GW4,T413,Justus von Liebig n'a jamais obtenu de prix pour ses œuvres.,C
357,GW28,T413,Justus von Liebig était un scientifique européen.,E
358,GW28,T413,Justus von Liebig était un homme marié avec des enfants.,N
359,GW28,T413,Justus von Liebig a reçu la Médaille Albert posthumement.,C
360,GW34,T416,Johnny Depp a été marié deux fois.,E
361,GW34,T416,"Johnny Depp a encore une maison d'enfance à Owensboro, Kentucky.",N
362,GW34,T416,"Johnny Depp est un acteur, producteur, musicien et mécanicien automobile.",C
363,GW30,T416,Johnny Depp est un acteur américain né au Kentucky qui vit à Los Angeles.,E
364,GW30,T416,Johnny Depp a remporté plusieurs prix pour sa participation à des films de Hollywood.,N
365,GW30,T416,Johnny Depp est décédé dans un accident de voiture au début de 2015.,C
366,GW4,T416,L'acteur Johnny Depp commence à jouer à l'âge de 21 ans.,E
367,GW4,T416,L'acteur Johnny Depp avait deux enfants avec Amber Heard.,N
368,GW4,T416,L'acteur Johnny Depp a eu trois épouses.,C
